Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Slovenia,Cereal,Online,H,7/22/2012,972419059,8/17/2012,9264,205.7,117.11,1905604.8,1084907.04,820697.76
Europe,Spain,Meat,Offline,M,5/20/2014,217165648,6/8/2014,2996,421.89,364.69,1263982.44,1092611.24,171371.2
Europe,Denmark,Baby Food,Online,L,9/6/2016,764837539,9/6/2016,1279,255.28,159.42,326503.12,203898.18,122604.94
Europe,Latvia,Fruits,Offline,H,3/19/2017,870218312,3/27/2017,5792,9.33,6.92,54039.36,40080.64,13958.72
Europe,Spain,Office Supplies,Online,L,7/2/2017,513802516,8/7/2017,4437,651.21,524.96,2889418.77,2329247.52,560171.25
Europe,Slovakia,Beverages,Online,M,5/31/2017,638957822,6/24/2017,673,47.45,31.79,31933.85,21394.67,10539.18
Europe,Bulgaria,Baby Food,Online,H,12/19/2014,944247710,1/31/2015,2736,255.28,159.42,698446.08,436173.12,262272.96
Europe,Netherlands,Baby Food,Offline,H,3/16/2013,694771802,3/21/2013,7270,255.28,159.42,1855885.6,1158983.4,696902.2
Europe,Bosnia and Herzegovina,Snacks,Offline,C,3/31/2012,388728320,5/10/2012,2203,152.58,97.44,336133.74,214660.32,121473.42
Europe,Vatican City,Vegetables,Offline,L,3/18/2014,452559745,3/19/2014,1340,154.06,90.93,206440.4,121846.2,84594.2
Europe,Portugal,Baby Food,Offline,M,3/27/2016,921230065,5/16/2016,1303,255.28,159.42,332629.84,207724.26,124905.58
Europe,Malta,Fruits,Online,M,5/9/2016,831143891,6/1/2016,2802,9.33,6.92,26142.66,19389.84,6752.82
Europe,Estonia,Cereal,Online,M,10/7/2015,318523538,11/5/2015,7048,205.7,117.11,1449773.6,825391.28,624382.32
Europe,Armenia,Meat,Offline,H,10/26/2010,970427358,10/31/2010,9875,421.89,364.69,4166163.75,3601313.75,564850
Europe,Estonia,Cereal,Offline,H,7/18/2013,195212733,8/14/2013,6641,205.7,117.11,1366053.7,777727.51,588326.19
Europe,Poland,Household,Online,C,3/13/2011,141875827,4/16/2011,3065,668.27,502.54,2048247.55,1540285.1,507962.45
Europe,Vatican City,Beverages,Offline,L,11/4/2011,510762822,12/22/2011,4924,47.45,31.79,233643.8,156533.96,77109.84
Europe,Russia,Snacks,Offline,H,7/28/2012,189667212,9/3/2012,5598,152.58,97.44,854142.84,545469.12,308673.72
Europe,Germany,Clothes,Online,C,3/21/2015,276784074,4/15/2015,5413,109.28,35.84,591532.64,194001.92,397530.72
Europe,Spain,Clothes,Online,H,8/14/2010,744583642,9/26/2010,7701,109.28,35.84,841565.28,276003.84,565561.44
Europe,Moldova ,Beverages,Online,H,6/26/2015,761724030,8/13/2015,9923,47.45,31.79,470846.35,315452.17,155394.18
Europe,Slovakia,Office Supplies,Online,C,5/5/2012,217248904,6/15/2012,7633,651.21,524.96,4970685.93,4007019.68,963666.25
Europe,Montenegro,Clothes,Online,L,4/29/2016,685596930,6/16/2016,2222,109.28,35.84,242820.16,79636.48,163183.68
Europe,Greece,Clothes,Online,H,1/31/2015,355534589,2/6/2015,9440,109.28,35.84,1031603.2,338329.6,693273.6
Europe,Belgium,Office Supplies,Offline,L,12/1/2012,456527268,12/2/2012,5419,651.21,524.96,3528906.99,2844758.24,684148.75
Europe,Montenegro,Baby Food,Offline,C,2/15/2016,461917865,3/21/2016,616,255.28,159.42,157252.48,98202.72,59049.76
Europe,Montenegro,Personal Care,Offline,C,6/29/2013,284435451,6/29/2013,9625,81.73,56.67,786651.25,545448.75,241202.5
Europe,Finland,Meat,Online,H,6/21/2014,844575107,6/26/2014,7397,421.89,364.69,3120720.33,2697611.93,423108.4
Europe,Russia,Baby Food,Offline,L,5/19/2015,158479773,6/18/2015,6542,255.28,159.42,1670041.76,1042925.64,627116.12
Europe,Monaco,Household,Online,L,6/9/2014,175723588,6/14/2014,9370,668.27,502.54,6261689.9,4708799.8,1552890.1
Europe,Netherlands,Household,Online,C,11/4/2016,690220630,11/19/2016,477,668.27,502.54,318764.79,239711.58,79053.21
Europe,Macedonia,Beverages,Offline,M,7/17/2017,704139363,8/31/2017,9340,47.45,31.79,443183,296918.6,146264.4
Europe,Italy,Fruits,Online,H,2/2/2014,636278617,3/22/2014,7837,9.33,6.92,73119.21,54232.04,18887.17
Europe,Belarus,Snacks,Online,L,9/9/2012,525749719,10/22/2012,9880,152.58,97.44,1507490.4,962707.2,544783.2
Europe,Romania,Fruits,Online,H,10/27/2016,481976497,12/3/2016,6411,9.33,6.92,59814.63,44364.12,15450.51
Europe,San Marino,Meat,Online,H,10/22/2010,168979442,12/10/2010,3627,421.89,364.69,1530195.03,1322730.63,207464.4
Europe,Albania,Household,Online,L,12/20/2010,570476520,12/24/2010,5534,668.27,502.54,3698206.18,2781056.36,917149.82
Europe,Finland,Cereal,Online,H,7/13/2013,144282948,8/1/2013,5386,205.7,117.11,1107900.2,630754.46,477145.74
Europe,Russia,Beverages,Online,M,10/10/2013,797202146,11/17/2013,8685,47.45,31.79,412103.25,276096.15,136007.1
Europe,Hungary,Fruits,Offline,C,4/17/2016,353492677,5/23/2016,5193,9.33,6.92,48450.69,35935.56,12515.13
Europe,Slovenia,Cosmetics,Offline,M,1/28/2014,155086886,2/5/2014,2511,437.2,263.33,1097809.2,661221.63,436587.57
Europe,Russia,Cosmetics,Online,L,10/29/2010,113524663,12/9/2010,3325,437.2,263.33,1453690,875572.25,578117.75
Europe,Andorra,Beverages,Offline,L,10/9/2013,932475602,11/21/2013,9107,47.45,31.79,432127.15,289511.53,142615.62
Europe,Russia,Office Supplies,Offline,L,1/20/2015,282917964,1/27/2015,567,651.21,524.96,369236.07,297652.32,71583.75
Europe,Croatia,Baby Food,Offline,C,6/27/2013,775347936,7/8/2013,1539,255.28,159.42,392875.92,245347.38,147528.54
Europe,Bulgaria,Baby Food,Offline,C,9/18/2010,980381143,9/26/2010,5421,255.28,159.42,1383872.88,864215.82,519657.06
Europe,Belarus,Cosmetics,Offline,M,1/6/2010,521874034,2/3/2010,2979,437.2,263.33,1302418.8,784460.07,517958.73
Europe,Iceland,Cosmetics,Online,M,4/16/2017,186847674,4/23/2017,1234,437.2,263.33,539504.8,324949.22,214555.58
Europe,Vatican City,Fruits,Offline,H,1/24/2015,117929494,3/2/2015,6813,9.33,6.92,63565.29,47145.96,16419.33
Europe,Netherlands,Beverages,Offline,M,7/11/2017,786318385,8/23/2017,7939,47.45,31.79,376705.55,252380.81,124324.74
Europe,Austria,Household,Online,C,9/20/2015,178604066,10/18/2015,1767,668.27,502.54,1180833.09,887988.18,292844.91
Europe,Bulgaria,Vegetables,Offline,C,6/11/2014,651247489,7/2/2014,7459,154.06,90.93,1149133.54,678246.87,470886.67
Europe,Cyprus,Household,Online,L,3/20/2013,492353856,4/11/2013,7302,668.27,502.54,4879707.54,3669547.08,1210160.46
Europe,Ireland,Personal Care,Offline,M,2/16/2013,382581126,3/27/2013,3112,81.73,56.67,254343.76,176357.04,77986.72
Europe,Andorra,Household,Online,C,9/29/2010,533314406,10/29/2010,8439,668.27,502.54,5639530.53,4240935.06,1398595.47
Europe,Russia,Snacks,Online,M,9/18/2016,949388539,9/30/2016,4021,152.58,97.44,613524.18,391806.24,221717.94
Europe,Portugal,Beverages,Offline,L,1/10/2016,122372519,1/13/2016,1603,47.45,31.79,76062.35,50959.37,25102.98
Europe,France,Clothes,Offline,M,1/16/2014,298978602,1/28/2014,3267,109.28,35.84,357017.76,117089.28,239928.48
Europe,Belarus,Clothes,Offline,C,12/27/2016,691760861,1/28/2017,6266,109.28,35.84,684748.48,224573.44,460175.04
Europe,Serbia,Meat,Offline,H,4/14/2010,447536504,4/25/2010,4852,421.89,364.69,2047010.28,1769475.88,277534.4
Europe,Poland,Vegetables,Offline,H,1/13/2011,469840466,1/22/2011,5090,154.06,90.93,784165.4,462833.7,321331.7
Europe,Armenia,Snacks,Offline,M,3/2/2011,418404281,4/15/2011,3979,152.58,97.44,607115.82,387713.76,219402.06
Europe,Austria,Snacks,Online,M,1/18/2012,516122949,2/21/2012,1105,152.58,97.44,168600.9,107671.2,60929.7
Europe,Albania,Cosmetics,Offline,L,8/29/2015,208238399,10/15/2015,1224,437.2,263.33,535132.8,322315.92,212816.88
Europe,Georgia,Fruits,Online,M,12/2/2016,526533353,1/12/2017,1775,9.33,6.92,16560.75,12283,4277.75
Europe,Iceland,Meat,Online,H,5/11/2011,643027484,5/18/2011,4977,421.89,364.69,2099746.53,1815062.13,284684.4
Europe,Hungary,Beverages,Online,L,4/21/2013,327604424,5/13/2013,4284,47.45,31.79,203275.8,136188.36,67087.44
Europe,Ukraine,Meat,Offline,M,6/18/2014,219451320,7/2/2014,9377,421.89,364.69,3956062.53,3419698.13,536364.4
Europe,France,Personal Care,Online,H,3/15/2011,575758969,3/29/2011,8729,81.73,56.67,713421.17,494672.43,218748.74
Europe,Malta,Office Supplies,Offline,H,12/4/2014,602264344,1/7/2015,2258,651.21,524.96,1470432.18,1185359.68,285072.5
Europe,Belgium,Cereal,Offline,H,11/22/2014,791890084,12/15/2014,6728,205.7,117.11,1383949.6,787916.08,596033.52
Europe,Liechtenstein,Fruits,Offline,C,6/29/2012,249606645,8/14/2012,3008,9.33,6.92,28064.64,20815.36,7249.28
Europe,Belgium,Household,Offline,C,4/8/2015,497466361,5/1/2015,206,668.27,502.54,137663.62,103523.24,34140.38
Europe,Belarus,Clothes,Offline,L,12/23/2014,839437711,12/24/2014,7128,109.28,35.84,778947.84,255467.52,523480.32
Europe,Luxembourg,Office Supplies,Online,H,10/31/2014,549048888,12/2/2014,4622,651.21,524.96,3009892.62,2426365.12,583527.5
Europe,Finland,Snacks,Online,H,12/3/2015,427432811,12/11/2015,5722,152.58,97.44,873062.76,557551.68,315511.08
Europe,Andorra,Office Supplies,Online,H,3/31/2014,582836139,4/5/2014,3020,651.21,524.96,1966654.2,1585379.2,381275
Europe,Netherlands,Clothes,Offline,H,4/8/2012,719730079,5/6/2012,2979,109.28,35.84,325545.12,106767.36,218777.76
Europe,Bulgaria,Household,Online,H,4/21/2012,837608659,5/2/2012,5871,668.27,502.54,3923413.17,2950412.34,973000.83
Europe,Norway,Meat,Online,L,2/26/2017,930670154,3/15/2017,4835,421.89,364.69,2039838.15,1763276.15,276562
Europe,Portugal,Clothes,Offline,H,2/15/2012,684853637,4/3/2012,2265,109.28,35.84,247519.2,81177.6,166341.6
Europe,Montenegro,Cereal,Offline,H,6/20/2013,930457293,7/26/2013,1845,205.7,117.11,379516.5,216067.95,163448.55
Europe,Estonia,Office Supplies,Offline,H,3/7/2013,343185698,4/25/2013,5129,651.21,524.96,3340056.09,2692519.84,647536.25
Europe,France,Cosmetics,Online,M,7/26/2016,174935233,7/29/2016,6078,437.2,263.33,2657301.6,1600519.74,1056781.86
Europe,Romania,Fruits,Offline,M,10/9/2011,904812800,11/24/2011,3069,9.33,6.92,28633.77,21237.48,7396.29
Europe,Romania,Personal Care,Online,L,6/13/2011,438683927,7/29/2011,5177,81.73,56.67,423116.21,293380.59,129735.62
Europe,Iceland,Fruits,Offline,H,8/13/2011,303534495,8/18/2011,1457,9.33,6.92,13593.81,10082.44,3511.37
Europe,Liechtenstein,Baby Food,Online,M,11/26/2013,775008904,1/2/2014,1212,255.28,159.42,309399.36,193217.04,116182.32
Europe,Greece,Fruits,Online,M,8/16/2014,471348512,10/1/2014,1354,9.33,6.92,12632.82,9369.68,3263.14
Europe,Malta,Baby Food,Offline,C,12/23/2012,302442729,1/17/2013,8379,255.28,159.42,2138991.12,1335780.18,803210.94
Europe,Macedonia,Vegetables,Online,C,4/12/2012,987050187,4/25/2012,8940,154.06,90.93,1377296.4,812914.2,564382.2
Europe,Bulgaria,Office Supplies,Online,H,11/2/2015,641537463,12/14/2015,4047,651.21,524.96,2635446.87,2124513.12,510933.75
Europe,Czech Republic,Household,Offline,L,5/15/2015,512662255,6/22/2015,7009,668.27,502.54,4683904.43,3522302.86,1161601.57
Europe,Germany,Clothes,Offline,L,11/7/2010,379900634,12/2/2010,9895,109.28,35.84,1081325.6,354636.8,726688.8
Europe,Georgia,Cereal,Online,H,6/14/2014,243144452,7/16/2014,701,205.7,117.11,144195.7,82094.11,62101.59
Europe,Malta,Cosmetics,Online,H,6/15/2010,998043382,7/3/2010,2070,437.2,263.33,905004,545093.1,359910.9
Europe,Spain,Fruits,Offline,L,10/24/2015,446045196,11/1/2015,3540,9.33,6.92,33028.2,24496.8,8531.4
Europe,Lithuania,Household,Offline,M,10/14/2014,544284856,10/25/2014,4839,668.27,502.54,3233758.53,2431791.06,801967.47
Europe,Romania,Vegetables,Offline,H,11/6/2014,606118571,11/18/2014,2809,154.06,90.93,432754.54,255422.37,177332.17
Europe,Portugal,Snacks,Online,C,10/7/2010,583654105,10/19/2010,5075,152.58,97.44,774343.5,494508,279835.5
Europe,Moldova ,Baby Food,Online,C,1/27/2014,608451879,3/1/2014,3287,255.28,159.42,839105.36,524013.54,315091.82
Europe,Romania,Beverages,Online,M,5/10/2015,910886180,6/10/2015,317,47.45,31.79,15041.65,10077.43,4964.22
Europe,Vatican City,Snacks,Offline,L,11/5/2011,820195758,11/24/2011,3006,152.58,97.44,458655.48,292904.64,165750.84
Europe,Lithuania,Clothes,Online,H,6/28/2016,378216636,8/8/2016,1562,109.28,35.84,170695.36,55982.08,114713.28
Europe,Denmark,Clothes,Online,C,7/21/2014,539002406,7/23/2014,1645,109.28,35.84,179765.6,58956.8,120808.8
Europe,Serbia,Office Supplies,Online,M,5/31/2015,659193694,6/11/2015,8918,651.21,524.96,5807490.78,4681593.28,1125897.5
Europe,Andorra,Beverages,Online,H,3/11/2015,320431125,4/17/2015,1545,47.45,31.79,73310.25,49115.55,24194.7
Europe,Liechtenstein,Vegetables,Offline,L,11/28/2011,229355323,12/10/2011,192,154.06,90.93,29579.52,17458.56,12120.96
Europe,Macedonia,Beverages,Offline,L,7/5/2017,949732291,8/14/2017,5745,47.45,31.79,272600.25,182633.55,89966.7
Europe,San Marino,Household,Online,C,8/12/2014,871147000,8/25/2014,611,668.27,502.54,408312.97,307051.94,101261.03
Europe,Cyprus,Baby Food,Online,M,1/18/2010,806197631,2/18/2010,649,255.28,159.42,165676.72,103463.58,62213.14
Europe,Lithuania,Beverages,Offline,H,7/5/2015,926280772,7/21/2015,5919,47.45,31.79,280856.55,188165.01,92691.54
Europe,Greece,Vegetables,Offline,L,1/8/2011,936547410,1/12/2011,4046,154.06,90.93,623326.76,367902.78,255423.98
Europe,Slovenia,Cosmetics,Online,H,10/29/2013,498201072,11/7/2013,7623,437.2,263.33,3332775.6,2007364.59,1325411.01
Europe,Cyprus,Snacks,Offline,H,7/27/2015,842725884,8/11/2015,171,152.58,97.44,26091.18,16662.24,9428.94
Europe,Latvia,Office Supplies,Online,L,5/1/2017,343730294,5/28/2017,6287,651.21,524.96,4094157.27,3300423.52,793733.75
Europe,Georgia,Vegetables,Online,C,2/26/2015,636907756,4/1/2015,4013,154.06,90.93,618242.78,364902.09,253340.69
Europe,Czech Republic,Cereal,Online,H,2/16/2013,444806230,4/1/2013,6903,205.7,117.11,1419947.1,808410.33,611536.77
Europe,Latvia,Snacks,Online,M,3/18/2017,517097985,4/14/2017,9640,152.58,97.44,1470871.2,939321.6,531549.6
Europe,Netherlands,Beverages,Offline,M,10/27/2015,642953670,12/9/2015,3134,47.45,31.79,148708.3,99629.86,49078.44
Europe,Serbia,Snacks,Offline,M,8/18/2014,265191352,9/26/2014,4869,152.58,97.44,742912.02,474435.36,268476.66
Europe,Latvia,Office Supplies,Online,L,6/16/2013,129127395,6/20/2013,520,651.21,524.96,338629.2,272979.2,65650
Europe,Serbia,Vegetables,Offline,M,6/25/2011,392518174,7/3/2011,3705,154.06,90.93,570792.3,336895.65,233896.65
Europe,Malta,Fruits,Online,C,11/21/2016,121380746,12/18/2016,8115,9.33,6.92,75712.95,56155.8,19557.15
Europe,Russia,Clothes,Offline,M,5/8/2014,745467269,6/23/2014,9186,109.28,35.84,1003846.08,329226.24,674619.84
Europe,Bulgaria,Meat,Offline,H,4/7/2012,948518216,5/4/2012,6473,421.89,364.69,2730893.97,2360638.37,370255.6
Europe,Finland,Office Supplies,Offline,L,4/17/2017,163744628,5/1/2017,4529,651.21,524.96,2949330.09,2377543.84,571786.25
Europe,Greece,Household,Offline,M,1/23/2012,706301438,2/11/2012,9146,668.27,502.54,6111997.42,4596230.84,1515766.58
Europe,Montenegro,Clothes,Online,C,3/9/2014,234082448,3/9/2014,9053,109.28,35.84,989311.84,324459.52,664852.32
Europe,Romania,Meat,Offline,L,8/22/2012,161607444,10/3/2012,2089,421.89,364.69,881328.21,761837.41,119490.8
Europe,Lithuania,Meat,Offline,C,7/6/2014,764483058,8/5/2014,6380,421.89,364.69,2691658.2,2326722.2,364936
Europe,Iceland,Baby Food,Offline,M,8/5/2014,828993833,9/2/2014,6552,255.28,159.42,1672594.56,1044519.84,628074.72
Europe,Bosnia and Herzegovina,Meat,Offline,C,12/9/2015,498946940,1/11/2016,8342,421.89,364.69,3519406.38,3042243.98,477162.4
Europe,Switzerland,Personal Care,Offline,M,8/2/2014,287151563,8/11/2014,3383,81.73,56.67,276492.59,191714.61,84777.98
Europe,Croatia,Office Supplies,Online,C,5/22/2013,259006392,6/6/2013,4602,651.21,524.96,2996868.42,2415865.92,581002.5
Europe,United Kingdom,Vegetables,Online,C,9/30/2012,556647908,10/29/2012,3341,154.06,90.93,514714.46,303797.13,210917.33
Europe,Ireland,Vegetables,Offline,M,4/9/2011,923922574,5/23/2011,8076,154.06,90.93,1244188.56,734350.68,509837.88
Europe,San Marino,Snacks,Offline,C,1/4/2017,742100560,1/17/2017,2902,152.58,97.44,442787.16,282770.88,160016.28
Europe,France,Fruits,Offline,H,2/12/2014,605029380,2/18/2014,493,9.33,6.92,4599.69,3411.56,1188.13
Europe,Cyprus,Meat,Online,L,6/11/2017,333304440,7/5/2017,1046,421.89,364.69,441296.94,381465.74,59831.2
Europe,Russia,Cosmetics,Offline,H,9/3/2014,486345708,10/11/2014,9357,437.2,263.33,4090880.4,2463978.81,1626901.59
Europe,Malta,Beverages,Online,M,4/30/2016,180358016,5/16/2016,800,47.45,31.79,37960,25432,12528
Europe,Georgia,Clothes,Online,H,7/18/2012,141846215,8/16/2012,4302,109.28,35.84,470122.56,154183.68,315938.88
Europe,Moldova ,Baby Food,Offline,C,6/9/2017,252541625,7/5/2017,1534,255.28,159.42,391599.52,244550.28,147049.24
Europe,Montenegro,Cosmetics,Offline,C,3/29/2014,614597785,5/14/2014,1997,437.2,263.33,873088.4,525870.01,347218.39
Europe,Sweden,Personal Care,Offline,H,5/17/2011,861976850,5/25/2011,6960,81.73,56.67,568840.8,394423.2,174417.6
Europe,Czech Republic,Clothes,Offline,L,8/21/2012,631463515,9/25/2012,2942,109.28,35.84,321501.76,105441.28,216060.48
Europe,Moldova ,Fruits,Online,M,7/29/2013,307305467,8/10/2013,7371,9.33,6.92,68771.43,51007.32,17764.11
Europe,Cyprus,Cereal,Offline,H,7/5/2011,392676532,8/6/2011,567,205.7,117.11,116631.9,66401.37,50230.53
Europe,Luxembourg,Baby Food,Online,L,5/26/2012,111063039,7/13/2012,4876,255.28,159.42,1244745.28,777331.92,467413.36
Europe,Spain,Beverages,Online,M,12/5/2011,556263816,12/7/2011,9679,47.45,31.79,459268.55,307695.41,151573.14
Europe,Greece,Beverages,Online,M,5/25/2011,642123687,5/30/2011,7523,47.45,31.79,356966.35,239156.17,117810.18
Europe,Czech Republic,Beverages,Online,M,5/2/2010,242168128,5/3/2010,1785,47.45,31.79,84698.25,56745.15,27953.1
Europe,Croatia,Beverages,Offline,H,3/11/2017,192236125,3/22/2017,5796,47.45,31.79,275020.2,184254.84,90765.36
Europe,Greece,Snacks,Online,L,8/18/2016,957926118,9/1/2016,480,152.58,97.44,73238.4,46771.2,26467.2
Europe,Austria,Beverages,Online,H,11/14/2016,646691596,12/13/2016,9269,47.45,31.79,439814.05,294661.51,145152.54
Europe,Ukraine,Office Supplies,Offline,H,12/4/2015,115363156,1/10/2016,7376,651.21,524.96,4803324.96,3872104.96,931220
Europe,Vatican City,Household,Offline,L,3/17/2017,922564303,4/2/2017,6134,668.27,502.54,4099168.18,3082580.36,1016587.82
Europe,Bulgaria,Cereal,Offline,H,2/17/2011,928168189,3/15/2011,4448,205.7,117.11,914953.6,520905.28,394048.32
Europe,Monaco,Vegetables,Online,L,3/18/2011,346498763,4/2/2011,5539,154.06,90.93,853338.34,503661.27,349677.07
Europe,Serbia,Beverages,Offline,H,11/29/2016,797316300,11/29/2016,2466,47.45,31.79,117011.7,78394.14,38617.56
Europe,Ireland,Baby Food,Online,H,4/18/2015,497506701,5/10/2015,2144,255.28,159.42,547320.32,341796.48,205523.84
Europe,Andorra,Personal Care,Online,C,6/5/2010,245556294,6/25/2010,4419,81.73,56.67,361164.87,250424.73,110740.14
Europe,Latvia,Personal Care,Online,L,1/27/2014,716411006,2/17/2014,792,81.73,56.67,64730.16,44882.64,19847.52
Europe,Liechtenstein,Office Supplies,Online,M,11/1/2015,186597907,12/15/2015,7322,651.21,524.96,4768159.62,3843757.12,924402.5
Europe,Armenia,Vegetables,Online,L,5/15/2016,848737466,5/31/2016,9132,154.06,90.93,1406875.92,830372.76,576503.16
Europe,France,Office Supplies,Online,H,10/27/2013,130754315,11/2/2013,1962,651.21,524.96,1277674.02,1029971.52,247702.5
Europe,Netherlands,Office Supplies,Offline,M,2/2/2011,719293630,2/25/2011,3824,651.21,524.96,2490227.04,2007447.04,482780
Europe,Kosovo,Office Supplies,Offline,C,5/7/2011,616775310,5/24/2011,6375,651.21,524.96,4151463.75,3346620,804843.75
Europe,Finland,Fruits,Offline,L,9/20/2010,591287887,10/2/2010,4080,9.33,6.92,38066.4,28233.6,9832.8
Europe,Italy,Clothes,Online,M,4/18/2010,334539973,5/11/2010,6667,109.28,35.84,728569.76,238945.28,489624.48
Europe,Belarus,Snacks,Offline,C,1/16/2016,403665006,2/19/2016,2300,152.58,97.44,350934,224112,126822
Europe,Poland,Cosmetics,Offline,H,4/13/2011,892042911,5/12/2011,4175,437.2,263.33,1825310,1099402.75,725907.25
Europe,United Kingdom,Household,Online,C,7/30/2016,394356667,8/4/2016,7756,668.27,502.54,5183102.12,3897700.24,1285401.88
Europe,Norway,Fruits,Offline,M,4/29/2012,752792918,5/12/2012,7008,9.33,6.92,65384.64,48495.36,16889.28
Europe,Bosnia and Herzegovina,Vegetables,Online,C,3/2/2012,760619390,4/16/2012,3035,154.06,90.93,467572.1,275972.55,191599.55
Europe,Ukraine,Beverages,Online,M,2/19/2014,343889510,4/2/2014,3403,47.45,31.79,161472.35,108181.37,53290.98
Europe,Malta,Baby Food,Offline,L,6/25/2012,398104035,8/12/2012,6686,255.28,159.42,1706802.08,1065882.12,640919.96
Europe,Slovenia,Meat,Offline,M,9/25/2014,631460940,10/5/2014,2180,421.89,364.69,919720.2,795024.2,124696
Europe,Moldova ,Snacks,Offline,M,5/1/2010,489848029,5/20/2010,5772,152.58,97.44,880691.76,562423.68,318268.08
Europe,Vatican City,Office Supplies,Online,L,11/27/2016,797788369,11/28/2016,2162,651.21,524.96,1407916.02,1134963.52,272952.5
Europe,United Kingdom,Personal Care,Online,C,6/5/2013,430687510,6/10/2013,8860,81.73,56.67,724127.8,502096.2,222031.6
Europe,Portugal,Personal Care,Online,H,2/11/2015,667054498,2/12/2015,5104,81.73,56.67,417149.92,289243.68,127906.24
Europe,Denmark,Cereal,Online,H,9/14/2014,666921460,10/10/2014,5735,205.7,117.11,1179689.5,671625.85,508063.65
Europe,Austria,Office Supplies,Online,L,3/12/2014,861252868,3/28/2014,2717,651.21,524.96,1769337.57,1426316.32,343021.25
Europe,Vatican City,Baby Food,Online,C,5/24/2017,126948583,7/9/2017,5762,255.28,159.42,1470923.36,918578.04,552345.32
Europe,Estonia,Clothes,Offline,H,6/8/2013,353191840,7/9/2013,6169,109.28,35.84,674148.32,221096.96,453051.36
Europe,Belgium,Vegetables,Online,L,5/9/2017,259032571,5/13/2017,2349,154.06,90.93,361886.94,213594.57,148292.37
Europe,Georgia,Meat,Offline,L,8/3/2014,517514264,9/4/2014,2826,421.89,364.69,1192261.14,1030613.94,161647.2
Europe,United Kingdom,Cosmetics,Offline,H,3/2/2016,624940383,3/30/2016,2602,437.2,263.33,1137594.4,685184.66,452409.74
Europe,Malta,Cosmetics,Online,C,10/21/2011,567751824,11/21/2011,9236,437.2,263.33,4037979.2,2432115.88,1605863.32
Europe,Spain,Fruits,Offline,H,12/6/2012,262177836,1/16/2013,3103,9.33,6.92,28950.99,21472.76,7478.23
Europe,Croatia,Household,Online,L,5/25/2016,582560193,5/28/2016,1362,668.27,502.54,910183.74,684459.48,225724.26
Europe,Kosovo,Vegetables,Online,H,7/1/2014,139949357,7/14/2014,2980,154.06,90.93,459098.8,270971.4,188127.4
Europe,Albania,Clothes,Offline,H,3/9/2015,470503079,3/21/2015,1172,109.28,35.84,128076.16,42004.48,86071.68
Europe,Austria,Beverages,Offline,C,5/10/2015,413951814,5/31/2015,6395,47.45,31.79,303442.75,203297.05,100145.7
Europe,Germany,Office Supplies,Offline,L,8/19/2010,433734500,9/8/2010,532,651.21,524.96,346443.72,279278.72,67165
Europe,Ukraine,Office Supplies,Online,C,11/14/2012,624348151,12/8/2012,7347,651.21,524.96,4784439.87,3856881.12,927558.75
Europe,Poland,Clothes,Offline,M,3/12/2012,109914195,4/16/2012,4908,109.28,35.84,536346.24,175902.72,360443.52
Europe,Georgia,Snacks,Online,C,5/31/2010,947073256,6/12/2010,8878,152.58,97.44,1354605.24,865072.32,489532.92
Europe,Bosnia and Herzegovina,Personal Care,Online,L,7/24/2014,409514796,9/7/2014,3383,81.73,56.67,276492.59,191714.61,84777.98
Europe,Latvia,Office Supplies,Online,L,5/31/2010,182228696,7/12/2010,4375,651.21,524.96,2849043.75,2296700,552343.75
Europe,Bosnia and Herzegovina,Household,Online,C,2/13/2013,723893725,3/11/2013,5095,668.27,502.54,3404835.65,2560441.3,844394.35
Europe,Norway,Snacks,Offline,L,3/12/2016,392217338,3/15/2016,4681,152.58,97.44,714226.98,456116.64,258110.34
Europe,Romania,Baby Food,Offline,C,2/19/2015,108407437,3/27/2015,9025,255.28,159.42,2303902,1438765.5,865136.5
Europe,Iceland,Snacks,Offline,L,12/20/2016,358594453,2/2/2017,4922,152.58,97.44,750998.76,479599.68,271399.08
Europe,Denmark,Snacks,Offline,C,6/3/2013,784397923,6/15/2013,9631,152.58,97.44,1469497.98,938444.64,531053.34
Europe,Cyprus,Meat,Offline,M,6/9/2017,111246287,7/2/2017,9103,421.89,364.69,3840464.67,3319773.07,520691.6
Europe,Poland,Vegetables,Online,L,2/19/2016,777018630,3/19/2016,5935,154.06,90.93,914346.1,539669.55,374676.55
Europe,Moldova ,Clothes,Offline,H,9/1/2013,601588857,9/10/2013,2366,109.28,35.84,258556.48,84797.44,173759.04
Europe,Russia,Vegetables,Offline,L,3/17/2014,249039304,5/1/2014,5119,154.06,90.93,788633.14,465470.67,323162.47
Europe,Denmark,Cereal,Online,C,11/30/2015,905947482,1/18/2016,8847,205.7,117.11,1819827.9,1036072.17,783755.73
Europe,Italy,Vegetables,Online,H,7/22/2011,359893071,8/6/2011,9212,154.06,90.93,1419200.72,837647.16,581553.56
Europe,Poland,Cosmetics,Offline,M,7/20/2016,284310567,9/2/2016,2670,437.2,263.33,1167324,703091.1,464232.9
Europe,Bosnia and Herzegovina,Vegetables,Offline,M,2/6/2012,942372310,2/19/2012,7763,154.06,90.93,1195967.78,705889.59,490078.19
